date,areaType,areaCode,areaName,numbOfCases,numbofNewCases
01/09/2020,utla,E10000021,Northamptonshire,4457,39
01/09/2020,utla,E10000014,Hampshire,5408,16
01/09/2020,utla,E06000036,Bracknell Forest,418,2
01/09/2020,utla,E09000022,Lambeth,1606,15
01/09/2020,utla,E09000002,Barking and Dagenham,890,10
01/09/2020,utla,E06000003,Redcar and Cleveland,774,7
01/09/2020,utla,E06000045,Southampton,1025,2
01/09/2020,utla,E06000012,North East Lincolnshire,244,0
01/09/2020,utla,E06000056,Central Bedfordshire,1372,3
01/09/2020,utla,E08000025,Birmingham,6733,92
01/09/2020,utla,E09000025,Newham,1506,7
01/09/2020,utla,E06000050,Cheshire West and Chester,2179,9
01/09/2020,utla,E06000041,Wokingham,651,2
01/09/2020,utla,E10000003,Cambridgeshire,2500,10
01/09/2020,utla,E09000014,Haringey,936,8
01/09/2020,utla,E06000023,"Bristol, City of",1529,13
01/09/2020,utla,E06000052,Cornwall and Isles of Scilly,994,7
01/09/2020,utla,E10000008,Devon,1379,8
01/09/2020,utla,E09000003,Barnet,1929,24
01/09/2020,utla,E09000032,Wandsworth,1452,19
01/09/2020,utla,E09000021,Kingston upon Thames,840,1
01/09/2020,utla,E08000026,Coventry,1725,11
01/09/2020,utla,E09000018,Hounslow,1312,12
01/09/2020,utla,E06000011,East Riding of Yorkshire,1723,5
01/09/2020,utla,E09000007,Camden,845,4
01/09/2020,utla,E06000001,Hartlepool,669,7
01/09/2020,utla,E06000058,"Bournemouth, Christchurch and Poole",913,10
01/09/2020,utla,E10000031,Warwickshire,2781,14
01/09/2020,utla,E06000018,Nottingham,1375,8
01/09/2020,utla,E09000004,Bexley,1191,3
01/09/2020,utla,E06000054,Wiltshire,1423,10
01/09/2020,utla,E08000035,Leeds,4699,62
01/09/2020,utla,E10000034,Worcestershire,2622,16
01/09/2020,utla,E09000023,Lewisham,1365,8
01/09/2020,utla,E06000004,Stockton-on-Tees,1063,11
01/09/2020,utla,E06000039,Slough,771,0
01/09/2020,utla,E08000024,Sunderland,1890,8
01/09/2020,utla,E06000019,"Herefordshire, County of",924,4
01/09/2020,utla,E08000006,Salford,1884,32
01/09/2020,utla,E10000017,Lancashire,8395,60
01/09/2020,utla,E09000028,Southwark,1657,13
31/08/2020,utla,N09000001,Antrim and Newtownabbey,600,2
31/08/2020,utla,N09000006,Fermanagh and Omagh,188,0
31/08/2020,utla,N09000008,Mid and East Antrim,662,11
31/08/2020,utla,W06000011,Swansea,1382,1
31/08/2020,utla,N09000007,Lisburn and Castlereagh,619,3
31/08/2020,utla,S12000014,Falkirk,697,3
31/08/2020,utla,N09000011,Ards and North Down,487,0
31/08/2020,utla,S12000035,Argyll and Bute,179,3
31/08/2020,utla,E08000019,Sheffield,4736,22
31/08/2020,utla,W06000022,Newport,913,1
31/08/2020,utla,W06000009,Pembrokeshire,321,1
31/08/2020,utla,W06000021,Monmouthshire,394,0
31/08/2020,utla,E10000013,Gloucestershire,2027,1
31/08/2020,utla,W06000001,Isle of Anglesey,468,0
31/08/2020,utla,S12000006,Dumfries and Galloway,314,0
31/08/2020,utla,E06000022,Bath and North East Somerset,419,3
31/08/2020,utla,W06000023,Powys,384,0
31/08/2020,utla,N09000005,Derry City and Strabane,279,2
31/08/2020,utla,E08000028,Sandwell,2230,7
31/08/2020,utla,S12000050,North Lanarkshire,1521,12
31/08/2020,utla,S12000017,Highland,245,3
31/08/2020,utla,E08000032,Bradford,6394,64
31/08/2020,utla,W06000006,Wrexham,1412,1
31/08/2020,utla,E09000019,Islington,668,3
31/08/2020,utla,W06000018,Caerphilly,818,10
31/08/2020,utla,W06000013,Bridgend,600,4
31/08/2020,utla,E08000014,Sefton,1719,11
31/08/2020,utla,E10000030,Surrey,5180,23
31/08/2020,utla,E08000009,Trafford,1726,7
31/08/2020,utla,W06000024,Merthyr Tydfil,599,0
31/08/2020,utla,S12000018,Inverclyde,384,0
31/08/2020,utla,W06000003,Conwy,741,3
31/08/2020,utla,E06000044,Portsmouth,559,3
31/08/2020,utla,N09000004,Causeway Coast and Glens,409,2
31/08/2020,utla,S12000028,South Ayrshire,440,2
31/08/2020,utla,W06000002,Gwynedd,630,4
31/08/2020,utla,S12000042,Dundee City,1101,0
31/08/2020,utla,S12000008,East Ayrshire,477,2
31/08/2020,utla,E06000051,Shropshire,1551,8
31/08/2020,utla,S12000038,Renfrewshire,754,8
31/08/2020,utla,S12000026,Scottish Borders,374,3
31/08/2020,utla,N09000009,Mid Ulster,433,0
31/08/2020,utla,W06000020,Torfaen,365,0
31/08/2020,utla,S12000045,East Dunbartonshire,575,9
31/08/2020,utla,E08000008,Tameside,1970,11
31/08/2020,utla,E06000031,Peterborough,1630,4
31/08/2020,utla,E06000014,York,977,4
31/08/2020,utla,N09000003,Belfast,1747,18
31/08/2020,utla,S12000039,West Dunbartonshire,491,8
31/08/2020,utla,E06000046,Isle of Wight,436,0
31/08/2020,utla,N09000010,"Newry, Mourne and Down",511,6
31/08/2020,utla,W06000005,Flintshire,781,2
31/08/2020,utla,N09000002,"Armagh City, Banbridge and Craigavon",866,8
31/08/2020,utla,E06000027,Torbay,306,0
31/08/2020,utla,E06000005,Darlington,634,1
31/08/2020,utla,E08000021,Newcastle upon Tyne,1722,4
31/08/2020,utla,E08000029,Solihull,1021,4
31/08/2020,utla,E06000026,Plymouth,748,3
31/08/2020,utla,E08000007,Stockport,2068,9
31/08/2020,utla,E06000006,Halton,745,2
31/08/2020,utla,E08000002,Bury,1610,7
31/08/2020,utla,E09000006,Bromley,1655,2
31/08/2020,utla,S12000023,Orkney Islands,17,0
31/08/2020,utla,S12000034,Aberdeenshire,620,0
31/08/2020,utla,E08000018,Rotherham,2192,7
31/08/2020,utla,S12000040,West Lothian,550,0
31/08/2020,utla,S12000047,Fife,998,0
31/08/2020,utla,E08000036,Wakefield,2133,7
31/08/2020,utla,E09000005,Brent,1941,3
31/08/2020,utla,E06000020,Telford and Wrekin,694,1
31/08/2020,utla,S12000036,City of Edinburgh,1941,11
31/08/2020,utla,E06000037,West Berkshire,538,6
31/08/2020,utla,S12000020,Moray,108,2
31/08/2020,utla,W06000010,Carmarthenshire,847,1
31/08/2020,utla,E08000034,Kirklees,3071,16
31/08/2020,utla,E10000028,Staffordshire,4167,8
31/08/2020,utla,W06000012,Neath Port Talbot,688,0
31/08/2020,utla,E09000026,Redbridge,1316,13
31/08/2020,utla,E06000040,Windsor and Maidenhead,507,1
31/08/2020,utla,E08000016,Barnsley,2141,4
31/08/2020,utla,S12000005,Clackmannanshire,207,2
31/08/2020,utla,E09000013,Hammersmith and Fulham,927,5
31/08/2020,utla,E09000010,Enfield,1370,8
31/08/2020,utla,E06000025,South Gloucestershire,850,4
31/08/2020,utla,S12000029,South Lanarkshire,1458,10
31/08/2020,utla,S12000010,East Lothian,292,1
31/08/2020,utla,E06000055,Bedford,1462,7
31/08/2020,utla,S12000033,Aberdeen City,1169,2
31/08/2020,utla,W06000004,Denbighshire,825,0
31/08/2020,utla,S12000030,Stirling,253,3
31/08/2020,utla,S12000021,North Ayrshire,433,1
31/08/2020,utla,S12000013,Na h-Eileanan Siar,7,0
31/08/2020,utla,W06000019,Blaenau Gwent,380,0
31/08/2020,utla,E10000019,Lincolnshire,2691,12
31/08/2020,utla,E09000029,Sutton,1094,4
31/08/2020,utla,E08000022,North Tyneside,994,7
31/08/2020,utla,W06000014,Vale of Glamorgan,815,4
31/08/2020,utla,E09000017,Hillingdon,1323,7
31/08/2020,utla,E06000030,Swindon,1271,2
31/08/2020,utla,E08000015,Wirral,2259,23
31/08/2020,utla,E06000013,North Lincolnshire,768,0
31/08/2020,utla,E09000020,Kensington and Chelsea,704,5
31/08/2020,utla,W06000008,Ceredigion,83,1
31/08/2020,utla,E06000007,Warrington,1441,12
31/08/2020,utla,W06000016,Rhondda Cynon Taf,1919,4
31/08/2020,utla,S12000027,Shetland Islands,56,0
31/08/2020,utla,S12000048,Perth and Kinross,513,2
31/08/2020,utla,E09000015,Harrow,1454,4
31/08/2020,utla,E09000030,Tower Hamlets,1033,16
31/08/2020,utla,E08000004,Oldham,2979,15
31/08/2020,utla,E06000057,Northumberland,1692,7
31/08/2020,utla,E06000021,Stoke-on-Trent,1720,9
31/08/2020,utla,S12000011,East Renfrewshire,418,3
31/08/2020,utla,E08000010,Wigan,2342,3
31/08/2020,utla,E06000038,Reading,868,5
31/08/2020,utla,E06000010,"Kingston upon Hull, City of",1618,1
31/08/2020,utla,E10000007,Derbyshire,3675,11
31/08/2020,utla,E08000033,Calderdale,1213,9
31/08/2020,utla,E06000047,County Durham,3545,10
31/08/2020,utla,W06000015,Cardiff,2508,7
31/08/2020,utla,E10000025,Oxfordshire,3542,10
31/08/2020,utla,E06000009,Blackpool,1103,0
31/08/2020,utla,E08000011,Knowsley,1083,2
31/08/2020,utla,E09000009,Ealing,1840,11
31/08/2020,utla,S12000049,Glasgow City,2915,50
31/08/2020,utla,E10000024,Nottinghamshire,3435,10
31/08/2020,utla,E10000015,Hertfordshire,4826,20
31/08/2020,utla,E06000035,Medway,1125,2
31/08/2020,utla,E08000027,Dudley,1441,4
31/08/2020,utla,E06000059,Dorset,666,2
31/08/2020,utla,E08000023,South Tyneside,1070,15
31/08/2020,utla,E10000006,Cumbria,3049,9
31/08/2020,utla,E10000002,Buckinghamshire,1954,12
31/08/2020,utla,E06000034,Thurrock,622,3
31/08/2020,utla,E08000017,Doncaster,2083,2
31/08/2020,utla,E10000018,Leicestershire,3650,9
31/08/2020,utla,E06000008,Blackburn with Darwen,1871,9
31/08/2020,utla,E08000037,Gateshead,1383,8
31/08/2020,utla,E10000011,East Sussex,1739,6
31/08/2020,utla,E09000031,Waltham Forest,1192,5
31/08/2020,utla,E06000015,Derby,1424,3
31/08/2020,utla,E06000042,Milton Keynes,983,3
31/08/2020,utla,E09000033,Westminster,971,6
31/08/2020,utla,E06000024,North Somerset,960,5
31/08/2020,utla,E06000043,Brighton and Hove,889,2
31/08/2020,utla,E08000003,Manchester,4383,26
31/08/2020,utla,E06000033,Southend-on-Sea,765,3
31/08/2020,utla,E09000027,Richmond upon Thames,663,5
31/08/2020,utla,E10000012,Essex,6078,22
31/08/2020,utla,S12000041,Angus,517,3
31/08/2020,utla,E08000012,Liverpool,2933,16
31/08/2020,utla,S12000019,Midlothian,554,0
31/08/2020,utla,E09000008,Croydon,2010,9
31/08/2020,utla,E09000012,Hackney and City of London,1199,6
31/08/2020,utla,E10000029,Suffolk,2824,7
31/08/2020,utla,E09000016,Havering,1117,6
31/08/2020,utla,E09000011,Greenwich,1073,2
31/08/2020,utla,E08000030,Walsall,1699,5
31/08/2020,utla,E10000020,Norfolk,3158,18
31/08/2020,utla,E10000027,Somerset,1392,4
31/08/2020,utla,E06000016,Leicester,5753,15
31/08/2020,utla,E08000031,Wolverhampton,1644,4
31/08/2020,utla,E06000002,Middlesbrough,1117,15
31/08/2020,utla,E06000017,Rutland,116,0
31/08/2020,utla,E08000005,Rochdale,2301,14
31/08/2020,utla,E06000032,Luton,1744,5
31/08/2020,utla,E10000016,Kent,8543,17
31/08/2020,utla,E06000049,Cheshire East,2417,8
31/08/2020,utla,E08000001,Bolton,2475,27
31/08/2020,utla,E09000024,Merton,1036,3
31/08/2020,utla,E08000013,St. Helens,1292,4
31/08/2020,utla,E10000023,North Yorkshire,2758,10
31/08/2020,utla,E10000032,West Sussex,2987,7
31/08/2020,utla,E10000021,Northamptonshire,4418,18
31/08/2020,utla,E10000014,Hampshire,5392,8
31/08/2020,utla,E06000036,Bracknell Forest,416,2
31/08/2020,utla,E09000022,Lambeth,1591,6
31/08/2020,utla,E09000002,Barking and Dagenham,880,11
31/08/2020,utla,E06000003,Redcar and Cleveland,767,7
31/08/2020,utla,E06000045,Southampton,1023,1
31/08/2020,utla,E06000012,North East Lincolnshire,244,1
31/08/2020,utla,E06000056,Central Bedfordshire,1369,3
31/08/2020,utla,E08000025,Birmingham,6641,53
31/08/2020,utla,E09000025,Newham,1499,11
31/08/2020,utla,E06000050,Cheshire West and Chester,2170,8
31/08/2020,utla,E06000041,Wokingham,649,5
31/08/2020,utla,E10000003,Cambridgeshire,2490,9
31/08/2020,utla,E09000014,Haringey,928,3
31/08/2020,utla,E06000023,"Bristol, City of",1516,10
31/08/2020,utla,E06000052,Cornwall and Isles of Scilly,987,5
31/08/2020,utla,E10000008,Devon,1371,1
31/08/2020,utla,E09000003,Barnet,1905,15
31/08/2020,utla,E09000032,Wandsworth,1433,7
31/08/2020,utla,E09000021,Kingston upon Thames,839,8
31/08/2020,utla,E08000026,Coventry,1714,10
31/08/2020,utla,E09000018,Hounslow,1300,8
31/08/2020,utla,E06000011,East Riding of Yorkshire,1718,4
31/08/2020,utla,E09000007,Camden,841,4
31/08/2020,utla,E06000001,Hartlepool,662,5
31/08/2020,utla,E06000058,"Bournemouth, Christchurch and Poole",903,6
31/08/2020,utla,E10000031,Warwickshire,2767,6
31/08/2020,utla,E06000018,Nottingham,1367,9
31/08/2020,utla,E09000004,Bexley,1188,8
31/08/2020,utla,E06000054,Wiltshire,1413,11
31/08/2020,utla,E08000035,Leeds,4637,41
31/08/2020,utla,E10000034,Worcestershire,2606,6
31/08/2020,utla,E09000023,Lewisham,1357,10
31/08/2020,utla,E06000004,Stockton-on-Tees,1052,9
31/08/2020,utla,E06000039,Slough,771,4
31/08/2020,utla,E08000024,Sunderland,1882,3
31/08/2020,utla,E06000019,"Herefordshire, County of",920,2
31/08/2020,utla,E08000006,Salford,1852,12
31/08/2020,utla,E10000017,Lancashire,8335,29
31/08/2020,utla,E09000028,Southwark,1644,2
30/08/2020,utla,N09000001,Antrim and Newtownabbey,598,3
30/08/2020,utla,N09000006,Fermanagh and Omagh,188,1
30/08/2020,utla,N09000008,Mid and East Antrim,651,2
30/08/2020,utla,W06000011,Swansea,1381,1
30/08/2020,utla,N09000007,Lisburn and Castlereagh,616,2
30/08/2020,utla,S12000014,Falkirk,694,3
30/08/2020,utla,N09000011,Ards and North Down,487,0
30/08/2020,utla,S12000035,Argyll and Bute,176,2
30/08/2020,utla,E08000019,Sheffield,4714,19
30/08/2020,utla,W06000022,Newport,912,0
30/08/2020,utla,W06000009,Pembrokeshire,320,2
30/08/2020,utla,W06000021,Monmouthshire,394,0
30/08/2020,utla,E10000013,Gloucestershire,2026,4
30/08/2020,utla,W06000001,Isle of Anglesey,468,0
30/08/2020,utla,S12000006,Dumfries and Galloway,314,0
30/08/2020,utla,E06000022,Bath and North East Somerset,416,1
30/08/2020,utla,W06000023,Powys,384,0
30/08/2020,utla,N09000005,Derry City and Strabane,277,0
30/08/2020,utla,E08000028,Sandwell,2223,2
30/08/2020,utla,S12000050,North Lanarkshire,1509,12
30/08/2020,utla,S12000017,Highland,242,1
30/08/2020,utla,E08000032,Bradford,6330,45
30/08/2020,utla,W06000006,Wrexham,1411,3
30/08/2020,utla,E09000019,Islington,665,1
30/08/2020,utla,W06000018,Caerphilly,808,11
30/08/2020,utla,W06000013,Bridgend,596,8
30/08/2020,utla,E08000014,Sefton,1708,10
30/08/2020,utla,E10000030,Surrey,5157,21
30/08/2020,utla,E08000009,Trafford,1719,10
30/08/2020,utla,W06000024,Merthyr Tydfil,599,0
30/08/2020,utla,S12000018,Inverclyde,384,3
30/08/2020,utla,E06000044,Portsmouth,556,0
30/08/2020,utla,W06000003,Conwy,738,2
30/08/2020,utla,N09000004,Causeway Coast and Glens,407,0
30/08/2020,utla,S12000028,South Ayrshire,438,4
30/08/2020,utla,W06000002,Gwynedd,626,2
30/08/2020,utla,S12000042,Dundee City,1101,4
30/08/2020,utla,S12000008,East Ayrshire,475,1
30/08/2020,utla,E06000051,Shropshire,1543,2
30/08/2020,utla,S12000038,Renfrewshire,746,6
30/08/2020,utla,S12000026,Scottish Borders,371,1
30/08/2020,utla,N09000009,Mid Ulster,433,1
30/08/2020,utla,S12000045,East Dunbartonshire,566,2
30/08/2020,utla,E08000008,Tameside,1959,7
30/08/2020,utla,E06000031,Peterborough,1626,6
30/08/2020,utla,E06000014,York,973,5
30/08/2020,utla,N09000003,Belfast,1729,11
30/08/2020,utla,S12000039,West Dunbartonshire,483,1
30/08/2020,utla,E06000046,Isle of Wight,436,0
30/08/2020,utla,N09000010,"Newry, Mourne and Down",505,6
30/08/2020,utla,W06000005,Flintshire,779,0
30/08/2020,utla,N09000002,"Armagh City, Banbridge and Craigavon",858,8
30/08/2020,utla,E06000005,Darlington,633,0
30/08/2020,utla,E08000021,Newcastle upon Tyne,1718,7
30/08/2020,utla,E06000027,Torbay,306,0
30/08/2020,utla,E08000029,Solihull,1017,2
30/08/2020,utla,E06000026,Plymouth,745,6
30/08/2020,utla,E06000006,Halton,743,4
30/08/2020,utla,E08000007,Stockport,2059,8
30/08/2020,utla,S12000023,Orkney Islands,17,1
30/08/2020,utla,E08000002,Bury,1603,6
30/08/2020,utla,S12000034,Aberdeenshire,620,0
30/08/2020,utla,E09000006,Bromley,1653,3
30/08/2020,utla,E08000018,Rotherham,2185,2
30/08/2020,utla,S12000040,West Lothian,550,2
30/08/2020,utla,S12000047,Fife,998,4
30/08/2020,utla,E08000036,Wakefield,2126,0
30/08/2020,utla,E09000005,Brent,1938,4
30/08/2020,utla,E06000020,Telford and Wrekin,693,0
30/08/2020,utla,S12000036,City of Edinburgh,1930,8
30/08/2020,utla,E06000037,West Berkshire,532,0
30/08/2020,utla,S12000020,Moray,106,0
30/08/2020,utla,W06000010,Carmarthenshire,846,0
30/08/2020,utla,E08000034,Kirklees,3055,21
30/08/2020,utla,E10000028,Staffordshire,4159,13
30/08/2020,utla,W06000012,Neath Port Talbot,688,0
30/08/2020,utla,E09000026,Redbridge,1303,5
30/08/2020,utla,E06000040,Windsor and Maidenhead,506,0
30/08/2020,utla,E08000016,Barnsley,2137,3
30/08/2020,utla,S12000005,Clackmannanshire,205,0
30/08/2020,utla,E09000013,Hammersmith and Fulham,922,6
30/08/2020,utla,E09000010,Enfield,1362,2
30/08/2020,utla,E06000025,South Gloucestershire,846,0
30/08/2020,utla,S12000029,South Lanarkshire,1448,8
30/08/2020,utla,E06000055,Bedford,1455,4
30/08/2020,utla,S12000010,East Lothian,291,0
30/08/2020,utla,W06000004,Denbighshire,825,0
30/08/2020,utla,S12000030,Stirling,250,0
30/08/2020,utla,S12000021,North Ayrshire,432,6
30/08/2020,utla,S12000013,Na h-Eileanan Siar,7,0
30/08/2020,utla,W06000019,Blaenau Gwent,380,0
30/08/2020,utla,E10000019,Lincolnshire,2679,6
30/08/2020,utla,E09000029,Sutton,1090,0
30/08/2020,utla,E08000022,North Tyneside,987,2
30/08/2020,utla,W06000014,Vale of Glamorgan,811,0
30/08/2020,utla,E09000017,Hillingdon,1316,1
30/08/2020,utla,E06000030,Swindon,1269,5
30/08/2020,utla,E08000015,Wirral,2236,8
30/08/2020,utla,E06000013,North Lincolnshire,768,4
30/08/2020,utla,E09000020,Kensington and Chelsea,699,7
30/08/2020,utla,W06000008,Ceredigion,82,0
30/08/2020,utla,E06000007,Warrington,1429,8
30/08/2020,utla,W06000016,Rhondda Cynon Taf,1915,1
30/08/2020,utla,S12000033,Aberdeen City,1167,0
30/08/2020,utla,S12000027,Shetland Islands,56,0
30/08/2020,utla,S12000048,Perth and Kinross,511,2
30/08/2020,utla,E09000015,Harrow,1450,9
30/08/2020,utla,W06000020,Torfaen,365,0
30/08/2020,utla,E09000030,Tower Hamlets,1017,6
30/08/2020,utla,E08000004,Oldham,2964,29
30/08/2020,utla,E06000057,Northumberland,1685,6
30/08/2020,utla,E06000021,Stoke-on-Trent,1711,1
30/08/2020,utla,S12000011,East Renfrewshire,415,4
30/08/2020,utla,E08000010,Wigan,2339,7
30/08/2020,utla,E06000038,Reading,863,1
30/08/2020,utla,E06000010,"Kingston upon Hull, City of",1617,2
30/08/2020,utla,E10000007,Derbyshire,3664,6
30/08/2020,utla,E08000033,Calderdale,1204,10
30/08/2020,utla,E06000047,County Durham,3535,7
30/08/2020,utla,E10000025,Oxfordshire,3532,6
30/08/2020,utla,W06000015,Cardiff,2501,16
30/08/2020,utla,E06000009,Blackpool,1103,0
30/08/2020,utla,E08000011,Knowsley,1081,3
30/08/2020,utla,E09000009,Ealing,1829,8
30/08/2020,utla,S12000049,Glasgow City,2865,26
30/08/2020,utla,E10000024,Nottinghamshire,3425,15
30/08/2020,utla,E06000035,Medway,1123,1
30/08/2020,utla,E10000015,Hertfordshire,4806,33
30/08/2020,utla,E08000027,Dudley,1437,9
30/08/2020,utla,E06000059,Dorset,664,0
30/08/2020,utla,E08000023,South Tyneside,1055,7
30/08/2020,utla,E10000006,Cumbria,3040,1
30/08/2020,utla,E10000002,Buckinghamshire,1942,11
30/08/2020,utla,E06000034,Thurrock,619,2
30/08/2020,utla,E08000017,Doncaster,2081,1
30/08/2020,utla,E10000018,Leicestershire,3641,7
30/08/2020,utla,E06000008,Blackburn with Darwen,1862,9
30/08/2020,utla,E08000037,Gateshead,1375,5
30/08/2020,utla,E10000011,East Sussex,1733,6
30/08/2020,utla,E09000031,Waltham Forest,1187,5
30/08/2020,utla,E06000015,Derby,1421,3
30/08/2020,utla,E06000042,Milton Keynes,980,2
30/08/2020,utla,E09000033,Westminster,965,0
30/08/2020,utla,E06000024,North Somerset,955,8
30/08/2020,utla,E06000043,Brighton and Hove,887,5
30/08/2020,utla,E08000003,Manchester,4357,24
30/08/2020,utla,E06000033,Southend-on-Sea,762,0
30/08/2020,utla,E09000027,Richmond upon Thames,658,2
30/08/2020,utla,E10000012,Essex,6056,14
30/08/2020,utla,S12000041,Angus,514,1
30/08/2020,utla,E08000012,Liverpool,2917,14
30/08/2020,utla,E09000008,Croydon,2001,4
30/08/2020,utla,S12000019,Midlothian,554,0
30/08/2020,utla,E09000012,Hackney and City of London,1193,5
30/08/2020,utla,E10000029,Suffolk,2817,6
30/08/2020,utla,E09000016,Havering,1111,3
30/08/2020,utla,E09000011,Greenwich,1071,7
30/08/2020,utla,E08000030,Walsall,1694,3
30/08/2020,utla,E10000020,Norfolk,3140,9
30/08/2020,utla,E10000027,Somerset,1388,2
30/08/2020,utla,E06000016,Leicester,5738,10
30/08/2020,utla,E08000031,Wolverhampton,1640,6
30/08/2020,utla,E06000002,Middlesbrough,1102,8
30/08/2020,utla,E06000017,Rutland,116,0
30/08/2020,utla,E08000005,Rochdale,2287,15
30/08/2020,utla,E06000032,Luton,1739,6
30/08/2020,utla,E10000016,Kent,8526,21
30/08/2020,utla,E06000049,Cheshire East,2409,9
30/08/2020,utla,E08000001,Bolton,2448,31
30/08/2020,utla,E09000024,Merton,1033,2
30/08/2020,utla,E08000013,St. Helens,1288,1
30/08/2020,utla,E10000023,North Yorkshire,2748,3
30/08/2020,utla,E10000032,West Sussex,2980,5
30/08/2020,utla,E10000021,Northamptonshire,4400,9
30/08/2020,utla,E10000014,Hampshire,5384,13
30/08/2020,utla,E06000036,Bracknell Forest,414,1
30/08/2020,utla,E09000022,Lambeth,1585,4
30/08/2020,utla,E09000002,Barking and Dagenham,869,4
30/08/2020,utla,E06000003,Redcar and Cleveland,760,6
30/08/2020,utla,E06000045,Southampton,1022,1
30/08/2020,utla,E06000012,North East Lincolnshire,243,0
30/08/2020,utla,E06000056,Central Bedfordshire,1366,5
30/08/2020,utla,E09000025,Newham,1488,4
30/08/2020,utla,E08000025,Birmingham,6588,36
30/08/2020,utla,E06000050,Cheshire West and Chester,2162,3
30/08/2020,utla,E06000041,Wokingham,644,2
30/08/2020,utla,E10000003,Cambridgeshire,2481,3
30/08/2020,utla,E09000014,Haringey,925,4
30/08/2020,utla,E06000023,"Bristol, City of",1506,5
30/08/2020,utla,E06000052,Cornwall and Isles of Scilly,982,0
30/08/2020,utla,E10000008,Devon,1370,1
30/08/2020,utla,E09000003,Barnet,1890,4
30/08/2020,utla,E09000032,Wandsworth,1426,5
30/08/2020,utla,E09000021,Kingston upon Thames,831,7
30/08/2020,utla,E08000026,Coventry,1704,5
30/08/2020,utla,E09000018,Hounslow,1292,9
30/08/2020,utla,E06000011,East Riding of Yorkshire,1714,1
30/08/2020,utla,E09000007,Camden,837,3
30/08/2020,utla,E06000001,Hartlepool,657,4
30/08/2020,utla,E06000058,"Bournemouth, Christchurch and Poole",897,2
30/08/2020,utla,E10000031,Warwickshire,2761,2
30/08/2020,utla,E06000018,Nottingham,1358,5
30/08/2020,utla,E09000004,Bexley,1180,6
30/08/2020,utla,E06000054,Wiltshire,1402,0
30/08/2020,utla,E08000035,Leeds,4596,27
30/08/2020,utla,E10000034,Worcestershire,2600,12
30/08/2020,utla,E09000023,Lewisham,1347,0
30/08/2020,utla,E06000004,Stockton-on-Tees,1043,4
30/08/2020,utla,E06000039,Slough,767,5
30/08/2020,utla,E08000024,Sunderland,1879,5
30/08/2020,utla,E06000019,"Herefordshire, County of",918,1
30/08/2020,utla,E08000006,Salford,1840,10
30/08/2020,utla,E10000017,Lancashire,8306,37
30/08/2020,utla,E09000028,Southwark,1642,3
29/08/2020,utla,N09000001,Antrim and Newtownabbey,595,2
29/08/2020,utla,N09000006,Fermanagh and Omagh,187,0
29/08/2020,utla,N09000008,Mid and East Antrim,649,3
29/08/2020,utla,W06000011,Swansea,1380,2
29/08/2020,utla,N09000007,Lisburn and Castlereagh,614,4
29/08/2020,utla,S12000014,Falkirk,691,3
29/08/2020,utla,N09000011,Ards and North Down,487,0
29/08/2020,utla,S12000035,Argyll and Bute,174,0
29/08/2020,utla,E08000019,Sheffield,4695,38
29/08/2020,utla,W06000022,Newport,912,0
29/08/2020,utla,W06000009,Pembrokeshire,318,1
29/08/2020,utla,W06000021,Monmouthshire,394,0
29/08/2020,utla,E10000013,Gloucestershire,2022,6
29/08/2020,utla,W06000001,Isle of Anglesey,468,0
29/08/2020,utla,S12000006,Dumfries and Galloway,314,0
29/08/2020,utla,E06000022,Bath and North East Somerset,415,0
29/08/2020,utla,W06000023,Powys,384,2
29/08/2020,utla,N09000005,Derry City and Strabane,277,1
29/08/2020,utla,E08000028,Sandwell,2221,14
29/08/2020,utla,S12000050,North Lanarkshire,1497,9
29/08/2020,utla,S12000017,Highland,241,1
29/08/2020,utla,E08000032,Bradford,6285,45
29/08/2020,utla,W06000006,Wrexham,1408,1
29/08/2020,utla,E09000019,Islington,664,3
29/08/2020,utla,W06000018,Caerphilly,797,9
29/08/2020,utla,E10000030,Surrey,5136,26
29/08/2020,utla,E08000014,Sefton,1698,9
29/08/2020,utla,W06000013,Bridgend,588,1
29/08/2020,utla,E08000009,Trafford,1709,6
29/08/2020,utla,W06000024,Merthyr Tydfil,599,1
29/08/2020,utla,S12000018,Inverclyde,381,0
29/08/2020,utla,E06000044,Portsmouth,556,2
29/08/2020,utla,W06000003,Conwy,736,1
29/08/2020,utla,N09000004,Causeway Coast and Glens,407,2
29/08/2020,utla,S12000028,South Ayrshire,434,3
29/08/2020,utla,W06000002,Gwynedd,624,0
29/08/2020,utla,S12000042,Dundee City,1097,1
29/08/2020,utla,S12000008,East Ayrshire,474,0
29/08/2020,utla,E06000051,Shropshire,1541,6
29/08/2020,utla,S12000038,Renfrewshire,740,7
29/08/2020,utla,S12000026,Scottish Borders,370,3
29/08/2020,utla,N09000009,Mid Ulster,432,0
29/08/2020,utla,S12000045,East Dunbartonshire,564,5
29/08/2020,utla,E08000008,Tameside,1952,14
29/08/2020,utla,W06000020,Torfaen,365,0
29/08/2020,utla,E06000031,Peterborough,1620,9
29/08/2020,utla,E06000014,York,968,3
29/08/2020,utla,N09000003,Belfast,1718,10
29/08/2020,utla,S12000039,West Dunbartonshire,482,8
29/08/2020,utla,E06000046,Isle of Wight,436,1
29/08/2020,utla,N09000010,"Newry, Mourne and Down",499,6
29/08/2020,utla,W06000005,Flintshire,779,1
